3.543185424804687500e+01,1.395862426757812500e+02
3.543188858032226562e+01,1.395862731933593750e+02
3.543192672729492188e+01,1.395863189697265625e+02
3.543196868896484375e+01,1.395863494873046875e+02
3.543201065063476562e+01,1.395863800048828125e+02
3.543205261230468750e+01,1.395864105224609375e+02
3.543209457397460938e+01,1.395864257812500000e+02
3.543212890625000000e+01,1.395864562988281250e+02
3.543216323852539062e+01,1.395865020751953125e+02
3.543219757080078125e+01,1.395865325927734375e+02
3.543222808837890625e+01,1.395865783691406250e+02
3.543225860595703125e+01,1.395866394042968750e+02
3.543228912353515625e+01,1.395866851806640625e+02
3.543231201171875000e+01,1.395867462158203125e+02
3.543233108520507812e+01,1.395868072509765625e+02
3.543234634399414062e+01,1.395868835449218750e+02
3.543236160278320312e+01,1.395869445800781250e+02
3.543236923217773438e+01,1.395870056152343750e+02
3.543238067626953125e+01,1.395870666503906250e+02
3.543238830566406250e+01,1.395871276855468750e+02
3.543239212036132812e+01,1.395871887207031250e+02
3.543239212036132812e+01,1.395872497558593750e+02
3.543238067626953125e+01,1.395873107910156250e+02
3.543236160278320312e+01,1.395873718261718750e+02
3.543232727050781250e+01,1.395874328613281250e+02
3.543228912353515625e+01,1.395874938964843750e+02
3.543225097656250000e+01,1.395875244140625000e+02
3.543220520019531250e+01,1.395875701904296875e+02
3.543217086791992188e+01,1.395876159667968750e+02
3.543213272094726562e+01,1.395876464843750000e+02
3.543209838867187500e+01,1.395876770019531250e+02
3.543206405639648438e+01,1.395877075195312500e+02
3.543204116821289062e+01,1.395877380371093750e+02
3.543201828002929688e+01,1.395877838134765625e+02
3.543200683593750000e+01,1.395878143310546875e+02
3.543199539184570312e+01,1.395878753662109375e+02
3.543199539184570312e+01,1.395879211425781250e+02
3.543201065063476562e+01,1.395879821777343750e+02
3.543203735351562500e+01,1.395880432128906250e+02
3.543207168579101562e+01,1.395880889892578125e+02
3.543211746215820312e+01,1.395881347656250000e+02
3.543216705322265625e+01,1.395881652832031250e+02
3.543222045898437500e+01,1.395881958007812500e+02
3.543226623535156250e+01,1.395882110595703125e+02
3.543231964111328125e+01,1.395882263183593750e+02
3.543237304687500000e+01,1.395882110595703125e+02
3.543243789672851562e+01,1.395881805419921875e+02
3.543249130249023438e+01,1.395881347656250000e+02
3.543253326416015625e+01,1.395880889892578125e+02
3.543256759643554688e+01,1.395880432128906250e+02
3.543260574340820312e+01,1.395879974365234375e+02
3.543264007568359375e+01,1.395879669189453125e+02
3.543267059326171875e+01,1.395879364013671875e+02
3.543268966674804688e+01,1.395879211425781250e+02
3.543269729614257812e+01,1.395879211425781250e+02
3.543270111083984375e+01,1.395879211425781250e+02
3.543270111083984375e+01,1.395879058837890625e+02
3.543270111083984375e+01,1.395879058837890625e+02
3.543270111083984375e+01,1.395879058837890625e+02
3.543270874023437500e+01,1.395879058837890625e+02
3.543270874023437500e+01,1.395879058837890625e+02
3.543272781372070312e+01,1.395878906250000000e+02
3.543275070190429688e+01,1.395878753662109375e+02
3.543278121948242188e+01,1.395878601074218750e+02
3.543281173706054688e+01,1.395878295898437500e+02
3.543284606933593750e+01,1.395878143310546875e+02
3.543288803100585938e+01,1.395877685546875000e+02
3.543293380737304688e+01,1.395877380371093750e+02
