time,lat,lng,,,,,,,,,,,
1,35.45602865,139.6112489,,,,,,,,,,,
2,35.45602865,139.6112489,,,,,,,,,,,
3,35.45602865,139.6112489,,,,,,,,,,,
4,35.45602865,139.6112489,,,,,,,,,,,
5,35.45602865,139.6112489,,,,,,,,,,,
6,35.45602865,139.6112489,,,,,,,,,,,
7,35.45602865,139.6112489,,,,,,,,,,,
8,35.45602865,139.6112489,,,,,,,,,,,
9,35.45602865,139.6112489,,,,,,,,,,,
10,35.45602865,139.6112489,,,,,,,,,,,
11,35.45602865,139.6112489,,,,,,,,,,,
12,35.45602865,139.6112489,,,,,,,,,,,
13,35.45602865,139.6112489,,,,,,,,,,,
14,35.45602865,139.6112489,,,,,,,,,,,
15,35.45602865,139.6112489,,,,,,,,,,,
16,35.45602865,139.6112489,,,,,,,,,,,
17,35.45602865,139.6112489,,,,,,,,,,,
18,35.45602865,139.6112489,,,,,,,,,,,
19,35.45602865,139.6112489,,,,,,,,,,,
20,35.45602865,139.6112489,,,,,,,,,,,
21,35.45602865,139.6112489,,,,,,,,,,,
22,35.45602865,139.6112489,,,,,,,,,,,
23,35.45602865,139.6112489,,,,,,,,,,,
24,35.45602865,139.6112489,,,,,,,,,,,
25,35.45602865,139.6112489,,,,,,,,,,,
26,35.45602865,139.6112489,,,,,,,,,,,
27,35.45602865,139.6112489,,,,,,,,,,,
28,35.45602865,139.6112489,,,,,,,,,,,
29,35.45602865,139.6112489,,,,,,,,,,,
30,35.45602865,139.6112489,,,,,,,,,,,
31,35.45602865,139.6112489,,,,,,,,,,,
32,35.45602865,139.6112489,,,,,,,,,,,
33,35.45602865,139.6112489,,,,,,,,,,,
34,35.45602865,139.6112489,,,,,,,,,,,
35,35.45602865,139.6112489,,,,,,,,,,,
36,35.45602865,139.6112489,,,,,,,,,,,
37,35.45602865,139.6112489,,,,,,,,,,,
38,35.45602865,139.6112489,,,,,,,,,,,
39,35.45602865,139.6112489,,,,,,,,,,,
40,35.45602865,139.6112489,,,,,,,,,,,
41,35.45602865,139.6112489,,,,,,,,,,,
42,35.45602865,139.6112489,,,,,,,,,,,
43,35.45602865,139.6112489,,,,,,,,,,,
44,35.45602865,139.6112489,,,,,,,,,,,
45,35.45602865,139.6112489,,,,,,,,,,,
46,35.45602865,139.6112489,,,,,,,,,,,
47,35.45602865,139.6112489,,,,,,,,,,,
48,35.45602865,139.6112489,,,,,,,,,,,
49,35.45602865,139.6112489,,,,,,,,,,,
50,35.45602865,139.6112489,,,,,,,,,,,
51,35.45602865,139.6112489,,,,,,,,,,,
52,35.45602865,139.6112489,,,,,,,,,,,
53,35.45602865,139.6112489,,,,,,,,,,,
54,35.45602865,139.6112489,,,,,,,,,,,
55,35.45602865,139.6112489,,,,,,,,,,,
56,35.45602865,139.6112489,,,,,,,,,,,
57,35.45602865,139.6112489,,,,,,,,,,,
58,35.45602865,139.6112489,,,,,,,,,,,
59,35.45602865,139.6112489,,,,,,,,,,,
60,35.45602865,139.6112489,,,,,,,,,,,
61,35.45602865,139.6112489,,,,,,,,,,,
62,35.45602865,139.6112489,,,,,,,,,,,
63,35.45602865,139.6112489,,,,,,,,,,,
64,35.45602865,139.6112489,,,,,,,,,,,
65,35.45602865,139.6112489,,,,,,,,,,,
66,35.45602865,139.6112489,,,,,,,,,,,
67,35.45602865,139.6112489,,,,,,,,,,,
68,35.45602865,139.6112489,,,,,,,,,,,
69,35.45602865,139.6112489,,,,,,,,,,,
70,35.45602865,139.6112489,,,,,,,,,,,
71,35.45602865,139.6112489,,,,,,,,,,,
72,35.45602865,139.6112489,,,,,,,,,,,
73,35.45602865,139.6112489,,,,,,,,,,,
74,35.45602865,139.6112489,,,,,,,,,,,
75,35.45602865,139.6112489,,,,,,,,,,,
76,35.45602865,139.6112489,,,,,,,,,,,
77,35.45602865,139.6112489,,,,,,,,,,,
78,35.45602865,139.6112489,,,,,,,,,,,
79,35.45602865,139.6112489,,,,,,,,,,,
80,35.45602865,139.6112489,,,,,,,,,,,
81,35.45602865,139.6112489,,,,,,,,,,,
82,35.45602865,139.6112489,,,,,,,,,,,
83,35.45602865,139.6112489,,,,,,,,,,,
84,35.45602865,139.6112489,,,,,,,,,,,
85,35.45602865,139.6112489,,,,,,,,,,,
86,35.45602865,139.6112489,,,,,,,,,,,
87,35.45602865,139.6112489,,,,,,,,,,,
88,35.45602865,139.6112489,,,,,,,,,,,
89,35.45602865,139.6112489,,,,,,,,,,,
90,35.45602865,139.6112489,,,,,,,,,,,
91,35.45602865,139.6112489,,,,,,,,,,,
92,35.45602865,139.6112489,,,,,,,,,,,
93,35.45602865,139.6112489,,,,,,,,,,,
94,35.45602865,139.6112489,,,,,,,,,,,
95,35.45602865,139.6112489,,,,,,,,,,,
96,35.45602865,139.6112489,,,,,,,,,,,
97,35.45602865,139.6112489,,,,,,,,,,,
98,35.45602865,139.6112489,,,,,,,,,,,
99,35.45602865,139.6112489,,,,,,,,,,,
100,35.45602865,139.6112489,,,,,,,,,,,
101,35.45602865,139.6112489,,,,,,,,,,,
102,35.45602865,139.6112489,,,,,,,,,,,
103,35.45602865,139.6112489,,,,,,,,,,,
104,35.45602865,139.6112489,,,,,,,,,,,
105,35.45602865,139.6112489,,,,,,,,,,,
106,35.45602865,139.6112489,,,,,,,,,,,
107,35.45602865,139.6112489,,,,,,,,,,,
108,35.45602865,139.6112489,,,,,,,,,,,
109,35.45602865,139.6112489,,,,,,,,,,,
110,35.45602865,139.6112489,,,,,,,,,,,
111,35.45602865,139.6112489,,,,,,,,,,,
112,35.45602865,139.6112489,,,,,,,,,,,
113,35.45602865,139.6112489,,,,,,,,,,,
114,35.45602865,139.6112489,,,,,,,,,,,
115,35.45602865,139.6112489,,,,,,,,,,,
116,35.45602865,139.6112489,,,,,,,,,,,
117,35.45602865,139.6112489,,,,,,,,,,,
118,35.45602865,139.6112489,,,,,,,,,,,
119,35.45602865,139.6112489,,,,,,,,,,,
120,35.45602865,139.6112489,,,,,,,,,,,
121,35.45602865,139.6112489,,,,,,,,,,,
122,35.45602865,139.6112489,,,,,,,,,,,
123,35.45602865,139.6112489,,,,,,,,,,,
124,35.45602865,139.6112489,,,,,,,,,,,
125,35.45602865,139.6112489,,,,,,,,,,,
126,35.45602865,139.6112489,,,,,,,,,,,
127,35.45602865,139.6112489,,,,,,,,,,,
128,35.45602865,139.6112489,,,,,,,,,,,
129,35.45602865,139.6112489,,,,,,,,,,,
130,35.45602865,139.6112489,,,,,,,,,,,
131,35.45602865,139.6112489,,,,,,,,,,,
132,35.45602865,139.6112489,,,,,,,,,,,
133,35.45602865,139.6112489,,,,,,,,,,,
134,35.45602865,139.6112489,,,,,,,,,,,
135,35.45602865,139.6112489,,,,,,,,,,,
136,35.45602865,139.6112489,,,,,,,,,,,
137,35.45602865,139.6112489,,,,,,,,,,,
138,35.45602865,139.6112489,,,,,,,,,,,
139,35.45602865,139.6112489,,,,,,,,,,,
140,35.45602865,139.6112489,,,,,,,,,,,
141,35.45602865,139.6112489,,,,,,,,,,,
142,35.45602865,139.6112489,,,,,,,,,,,
143,35.45602865,139.6112489,,,,,,,,,,,
144,35.45602865,139.6112489,,,,,,,,,,,
145,35.45602865,139.6112489,,,,,,,,,,,
146,35.45602865,139.6112489,,,,,,,,,,,
147,35.45602865,139.6112489,,,,,,,,,,,
148,35.45602865,139.6112489,,,,,,,,,,,
149,35.45602865,139.6112489,,,,,,,,,,,
150,35.45602865,139.6112489,,,,,,,,,,,
151,35.45602865,139.6112489,,,,,,,,,,,
152,35.45602865,139.6112489,,,,,,,,,,,
153,35.45602865,139.6112489,,,,,,,,,,,
154,35.45602865,139.6112489,,,,,,,,,,,
155,35.45602865,139.6112489,,,,,,,,,,,
156,35.45602865,139.6112489,,,,,,,,,,,
157,35.45602865,139.6112489,,,,,,,,,,,
158,35.45602865,139.6112489,,,,,,,,,,,
159,35.45602865,139.6112489,,,,,,,,,,,
160,35.45602865,139.6112489,,,,,,,,,,,
161,35.45602865,139.6112489,,,,,,,,,,,
162,35.45602865,139.6112489,,,,,,,,,,,
163,35.45602865,139.6112489,,,,,,,,,,,
164,35.45602865,139.6112489,,,,,,,,,,,
165,35.45602865,139.6112489,,,,,,,,,,,
166,35.45602865,139.6112489,,,,,,,,,,,
167,35.45602865,139.6112489,,,,,,,,,,,
168,35.45602865,139.6112489,,,,,,,,,,,
169,35.45602865,139.6112489,,,,,,,,,,,
170,35.45602865,139.6112489,,,,,,,,,,,
171,35.45602865,139.6112489,,,,,,,,,,,
172,35.45602865,139.6112489,,,,,,,,,,,
173,35.45602865,139.6112489,,,,,,,,,,,
174,35.45602865,139.6112489,,,,,,,,,,,
175,35.45602865,139.6112489,,,,,,,,,,,
176,35.45602865,139.6112489,,,,,,,,,,,
177,35.45602865,139.6112489,,,,,,,,,,,
178,35.45602865,139.6112489,,,,,,,,,,,
179,35.45602865,139.6112489,,,,,,,,,,,
180,35.45602865,139.6112489,,,,,,,,,,,
181,35.45602865,139.6112489,,,,,,,,,,,
182,35.45602865,139.6112489,,,,,,,,,,,
183,35.45602865,139.6112489,,,,,,,,,,,
184,35.45602865,139.6112489,,,,,,,,,,,
185,35.45602865,139.6112489,,,,,,,,,,,
186,35.45602865,139.6112489,,,,,,,,,,,
187,35.45602865,139.6112489,,,,,,,,,,,
188,35.45602865,139.6112489,,,,,,,,,,,
189,35.45602865,139.6112489,,,,,,,,,,,
190,35.45602865,139.6112489,,,,,,,,,,,
191,35.45602865,139.6112489,,,,,,,,,,,
192,35.45602865,139.6112489,,,,,,,,,,,
193,35.45602865,139.6112489,,,,,,,,,,,
194,35.45602865,139.6112489,,,,,,,,,,,
195,35.45602865,139.6112489,,,,,,,,,,,
196,35.45602865,139.6112489,,,,,,,,,,,
197,35.45602865,139.6112489,,,,,,,,,,,
198,35.45602865,139.6112489,,,,,,,,,,,
199,35.45602865,139.6112489,,,,,,,,,,,
200,35.45602865,139.6112489,,,,,,,,,,,
201,35.45602865,139.6112489,,,,,,,,,,,
202,35.45602865,139.6112489,,,,,,,,,,,
203,35.45602865,139.6112489,,,,,,,,,,,
204,35.45602865,139.6112489,,,,,,,,,,,
205,35.45602865,139.6112489,,,,,,,,,,,
206,35.45602865,139.6112489,,,,,,,,,,,
207,35.45602865,139.6112489,,,,,,,,,,,
208,35.45602865,139.6112489,,,,,,,,,,,
209,35.45602865,139.6112489,,,,,,,,,,,
210,35.45602865,139.6112489,,,,,,,,,,,
