3.543204879760742188e+01,1.395862426757812500e+02
3.543209838867187500e+01,1.395863037109375000e+02
3.543214416503906250e+01,1.395863494873046875e+02
3.543218612670898438e+01,1.395863800048828125e+02
3.543222808837890625e+01,1.395864105224609375e+02
3.543227005004882812e+01,1.395864562988281250e+02
3.543231582641601562e+01,1.395864868164062500e+02
3.543235397338867188e+01,1.395865020751953125e+02
3.543239212036132812e+01,1.395865478515625000e+02
3.543242263793945312e+01,1.395865783691406250e+02
3.543245315551757812e+01,1.395866241455078125e+02
3.543247985839843750e+01,1.395866546630859375e+02
3.543251037597656250e+01,1.395867156982421875e+02
3.543254089355468750e+01,1.395867767333984375e+02
3.543256759643554688e+01,1.395868377685546875e+02
3.543259048461914062e+01,1.395869140625000000e+02
3.543260955810546875e+01,1.395869750976562500e+02
3.543262100219726562e+01,1.395870666503906250e+02
3.543262863159179688e+01,1.395871124267578125e+02
3.543262863159179688e+01,1.395871887207031250e+02
3.543263244628906250e+01,1.395872344970703125e+02
3.543262863159179688e+01,1.395872955322265625e+02
3.543262863159179688e+01,1.395873565673828125e+02
3.543261337280273438e+01,1.395874176025390625e+02
3.543259048461914062e+01,1.395874786376953125e+02
3.543254089355468750e+01,1.395875396728515625e+02
3.543248367309570312e+01,1.395876159667968750e+02
3.543241500854492188e+01,1.395876617431640625e+02
3.543234252929687500e+01,1.395877075195312500e+02
3.543228530883789062e+01,1.395877380371093750e+02
3.543223190307617188e+01,1.395877685546875000e+02
3.543219757080078125e+01,1.395877990722656250e+02
3.543216705322265625e+01,1.395878295898437500e+02
3.543214416503906250e+01,1.395878448486328125e+02
3.543212890625000000e+01,1.395878906250000000e+02
3.543212509155273438e+01,1.395879211425781250e+02
3.543212127685546875e+01,1.395879669189453125e+02
3.543212509155273438e+01,1.395880432128906250e+02
3.543214797973632812e+01,1.395880737304687500e+02
3.543218994140625000e+01,1.395881500244140625e+02
3.543225097656250000e+01,1.395881805419921875e+02
3.543232727050781250e+01,1.395882415771484375e+02
3.543240356445312500e+01,1.395882720947265625e+02
3.543247985839843750e+01,1.395883026123046875e+02
3.543254852294921875e+01,1.395883178710937500e+02
3.543260574340820312e+01,1.395883178710937500e+02
3.543265533447265625e+01,1.395883178710937500e+02
3.543271255493164062e+01,1.395883026123046875e+02
3.543276977539062500e+01,1.395882415771484375e+02
3.543281173706054688e+01,1.395881805419921875e+02
3.543284606933593750e+01,1.395881347656250000e+02
3.543287277221679688e+01,1.395880584716796875e+02
3.543288803100585938e+01,1.395880126953125000e+02
3.543290710449218750e+01,1.395879821777343750e+02
3.543292617797851562e+01,1.395879669189453125e+02
3.543293380737304688e+01,1.395879669189453125e+02
3.543293762207031250e+01,1.395879821777343750e+02
3.543293380737304688e+01,1.395879974365234375e+02
3.543292999267578125e+01,1.395879974365234375e+02
3.543292236328125000e+01,1.395880126953125000e+02
3.543292617797851562e+01,1.395880126953125000e+02
3.543292999267578125e+01,1.395880126953125000e+02
3.543294906616210938e+01,1.395879974365234375e+02
3.543297958374023438e+01,1.395879821777343750e+02
3.543301391601562500e+01,1.395879516601562500e+02
3.543305587768554688e+01,1.395879211425781250e+02
3.543309020996093750e+01,1.395879058837890625e+02
3.543312835693359375e+01,1.395878753662109375e+02
3.543316650390625000e+01,1.395878448486328125e+02
3.543319702148437500e+01,1.395878143310546875e+02
3.543321990966796875e+01,1.395877685546875000e+02
3.543324661254882812e+01,1.395877380371093750e+02
